OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments
762,412,19/05/2020,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Worrying about the security of my job ,Not being able to do activities that are important to me,Wanting to work because work is a very important part of keeping myself mentally healthy (and I love it), but being forced to take 6 weeks annual leave to help with the financial recovery of my organisation - potentially doing myself physical harm in the process.",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,"Quieter office, streets and public transport. It's lovely walking around.",Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Important,Very important,Not very important,Very important,,Important,Important,,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,,"I don't know. There are always positives that come out of these situations, but people do need to actively innovate change.
 Hopefully cheaper rents and property prices for many years!",Plastic guards and ugly safety signage up everywhere defacing the Sydney for years to come. Going over the top with tedious safety measures. Less people supporting the arts sector. People choosing cheaper goods that are worse for the environment and their health.,40-49,Female,No,No,2049,Unit/apartment in a 1-3 storey block,Renting,No,,The background on this survey is terrible. It's too distracting and makes it very hard to read. A plain background - so the focus is on the survey - would be better.
763,413,19/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
764,414,19/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
765,415,19/05/2020,Yes,No,No,No,No,No,2000,Sole trader,Graphic Design,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
766,416,19/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Physical health concerns,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,Yes,,Immediately,Immediately,,,,,,1-3 months,Immediately,1-3 months,Very important,Very important,Important,Important,,Somewhat important,Not very important,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,,"More workers working remotely; less pollution; less centralised offices so more residents in the city centre;","A rush to bars and clubs with excess alcohol consumption; the loss of focus on climate action;",60-69,Female,No,No,2009,Unit/apartment in a 4+ storey block,Outright owner,No,,I have suggested previously that the Sydney CBD become a smoke-free environment. Smokers congregate in groups in our streets making it unhealthy and unpleasant to walk around our beautiful city.
767,417,19/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Worrying about people who are important to me,Wellbeing and mental health concerns,Discrimination or vilification,Stress from working from home",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,No,,1-3 months,1-3 months,,,,,,4-6 months,4-6 months,,Important,Very important,Somewhat important,Somewhat important,,Somewhat important,Not very important,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,,"More online connections, less geographical limitation to connect and share knowledge","Racism, discrimination, risk of draconian measures that erode human rights, particularly for those who are most vulnerable!",40-49,Female,No,No,2250,Separate house,Paying it off / mortgaged,Yes,Cantonese,
768,418,19/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,Yes,,1-3 months,1-3 months,,,,,,4-6 months,4-6 months,,Very important,Important,Somewhat important,Somewhat important,,Not very important,Somewhat important,,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,,"innovation; remote working arrangements which means less congestion and overcrowded city centre; global connections enhanced by digitalisation","unemployment and business hardship; skillsets no longer relevant as jobs undergo fundamental changes",50-59,Prefer not to say,Prefer not to say,Prefer not to say,na,Prefer not to answer,Paying it off / mortgaged,Yes,,no
769,419,19/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Physical health concerns,Wellbeing and mental health concerns,Concern about lack of support for managing strata communities in the pandemic and in recovery",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Immediately,Immediately,,,,,,Longer,,Longer,Very important,Very important,Very important,Very important,,Very important,Very important,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,,Nothing positive,I hate it feel like I am on death row,60-69,Male,No,No,Waterloo,Unit/apartment in a 4+ storey block,Paying it off / mortgaged,No,,
770,420,19/05/2020,Yes,Yes,No,No,No,No,2010,Incorporated for-profit,Luxury interiors products,No,2,0,0,0,"Same staff, 1 is on jobkeeper",2,,,,High,High,Some,Some,Some,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,,,6+ months,Yes,No,No,"Reduced opening times, otherwise no",No,Completely,Completely,Mostly,,Applied - successful,Not required,Not required,Applied – successful,Applied – awaiting outcome,Applied – successful,Preparing,Not required,,option-1,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,Yes,No,No,,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Not relevant,N/A,Yes,"Loss of income / employment,Having to move house,Physical health concerns",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,No,Some parts of our business have benefited,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
771,421,19/05/2020,Yes,No,No,No,No,No,2000,Other,Hair and beauty,No,6,,,,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Not Applicable,No,Yes,All the government requirement applied,All the shops nearby are closed,Mostly,Mostly,Somewhat,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
772,422,19/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
773,423,19/05/2020,Yes,No,No,No,No,No,3000,Incorporated for-profit,[personal data withheld],No,1,1,1,1,Yes – I’ve hired more staff,1,1,1,1,Low,Some,Low,Some,Some,Some,No - temporary closure,No,No,No,No,No,No,Yes,No,No,No,No,,Ehe,,No,No,No,,Zha,Somewhat,Mostly,Mostly,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
774,424,19/05/2020,Yes,No,No,No,No,No,2015,Incorporated for-profit,[personal data withheld],No,15,12,11,1,Yes – I’ve let staff go,8,2,1,0,High,None / NA,High,High,High,High,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Yes,Yes,Yes,Focused on take away only,No,Completely,Completely,Completely,,Applied - awaiting outcome,Applied – successful,Not applied – not eligible,Applied – successful,Applied – awaiting outcome,Not applied – not eligible,Applied – awaiting outcome,Applied – successful,,,Awaiting proper response,,,,,,,,,Yes,No,Yes,Yes,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Stage 3: 100 people,Full venue capacity immediately,Yes,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
775,425,19/05/2020,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
776,426,19/05/2020,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Lack of availability of daily essentials such as food and medicine,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me",No,No,No,No,No,No,No,No,No,,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,,Yes,Yes,No,No,No,Yes,,4-6 months,4-6 months,,,,,,1-3 months,1-3 months,4-6 months,Important,Very important,Important,Important,,Not very important,Somewhat important,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,,"I think that the prevalence and plight of homeless people has been really shown, while this is incredibly sad, I hope that more considered and creative problem solving will result in better systems of support for our most vulnerable.","A substantial increase in domestic violence toward womeN and men, and their children",50-59,Female,No,No,North Sydney,Unit/apartment in a 1-3 storey block,Paying it off / mortgaged,No,,I would like to see changes to public toilets to allow soap/ sanitizer and cleaning
777,427,19/05/2020,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
778,428,19/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Having to move house,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,No,No,No,,1-3 months,Longer,,,,,,1-3 months,1-3 months,1-3 months,Not very important,Not very important,Not very important,Not very important,,Not very important,Not very important,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,Under 20 years,Female,No,No,fjfj,Separate house,Renting,No,,ff
779,429,19/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about people who are important to me,Stress from working from home",No,No,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,Yes,Yes,No,No,,Immediately,1-3 months,,,,,,4-6 months,1-3 months,,Important,Very important,Very important,Very important,,Very important,Important,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,,"Greater focus on local centres and small businesses, greater appreciation for public space, increased cycling and walking","Reduced public transport use, increasing car use, reduced participation in large scale community events",30-39,Female,No,No,2037,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,Yes,Spanish,
780,430,19/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,We provide marketing services,No,5,3,30,,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Yes,Yes,Yes,,"Yes, we have set up more partnerships with businesses to create potential new opportunities in the long term.",Somewhat,Somewhat,Mostly,,Not required,Applied – awaiting outcome,Applied – awaiting outcome,Applied – successful,Applied – successful,Applied – unsuccessful,Applied – awaiting outcome,Applied – awaiting outcome,,,,,,,,,,,.,Yes,No,Yes,No,No,No,No,No,Yes,No,No,,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Stage 3: 100 people,,Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Physical health concerns,Wellbeing and mental health concerns,Stress from working from home",Yes,Yes,No,No,Yes,No,No,Yes,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,Yes,No,Yes,No,No,,Immediately,Immediately,,,,,,1-3 months,Immediately,1-3 months,Important,Important,Very important,Very important,,Important,Very important,,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,Sense of community is stronger.,Many small businesses will disappear.,30-39,Male,No,No,2000,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,,
781,431,19/05/2020,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
782,432,19/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Increased drug or alcohol use,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,,,,,,,,,,,,Very important,Very important,Very important,Very important,,Very important,Very important,,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,,,,,,,,,,,,,
783,433,19/05/2020,Yes,No,No,No,No,No,2018,Incorporated for-profit,CATERING,No,7,,1,6,Yes – I’ve let staff go,5,,1,0,High,None / NA,High,None / NA,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,No,Yes,Yes,WE STARTED A HOME DELIVERY READY MEAL SERVICE IN THE THIRD WEEK OF MARCH,NO,Completely,Completely,Completely,,Not required,Other,Not applied – not eligible,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Not required,,option-1,,,,,,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Stage 3: 100 people,,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
784,434,19/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,Management consulting,No,95,3,,,No impact,,,,,Some,None / NA,Some,High,Low,Low,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,,,Long term,No,No,Yes,,,Mostly,Mostly,Mostly,,Applied - awaiting outcome,Not required,Applied – successful,Applied – successful,Applied – successful,,,,,option-1,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Not relevant,,Yes,Physical health concerns,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,Yes,No,,Longer,Longer,,,,,,Longer,Longer,Longer,Somewhat important,Somewhat important,Somewhat important,Not very important,,Not very important,Not very important,,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,,,60-69,Male,No,No,2120,Separate house,Outright owner,No,,
785,435,19/05/2020,Yes,Yes,Yes,No,No,No,2000,"Incorporated not-for-profit (charity, social enterprise)",Arts industry body,No,2,4,4,1,Yes – I’ve let staff go,2,3,3,0,Some,None / NA,None / NA,High,Some,None / NA,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,,,Long term,No,No,Yes,"No travel, online meetings; massive demand for industry leadership; staff working from home","Protocols, advocacy",Completely,Completely,Completely,,Applied - successful,Not required,Not required,Applied – successful,Applied – successful,Not required,Not required,Not required,,option-1,,,,,,,,,,Yes,No,No,No,No,Yes,No,No,Yes,No,No,",",Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Not relevant,Confident patronage with clear protocols in place,Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Not being able to access important services such as doctors, physios, counselling etc ,Lack of availability of daily essentials such as food and medicine,Worrying about the security of my job ,Not being able to do activities that are important to me,arts and cultural experiences unavailable - very distressing",Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,No,No,No,more time to myself,1-3 months,Longer,,,,,,4-6 months,1-3 months,Immediately,Very important,Very important,Important,Very important,,Important,Somewhat important,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,,,the rich and powerful will become richer and more powerful,40-49,Female,Yes,No,2011,Unit/apartment in a 1-3 storey block,Paying it off / mortgaged,Yes,"French; Greek",
786,436,19/05/2020,Yes,No,No,No,No,No,2000,"Incorporated not-for-profit (charity, social enterprise)","Funding and programs for Christian women, theological college",No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
